2999,S. K. Roy Civil Hospital Blood Bank,Assam,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi","03744 281443, 03744 222423"
3000,Jorhat Medical College and Hospital Blood Bank,Assam,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",0376 2370155
3001,Air Force Hospital Blood Bank,Assam,Jorhat,"Air Force station, Jorhat, 5, C/O 99 APO",N/A
3002,Greater Jorhat Lions Blood Bank,Assam,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",N/A
3003,Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,Guwahati,"Panbazar, Guwahati",0361 2733004
3004,Dispur Blood Bank,Assam,Guwahati,"Ganeshguri, Dispur",0825 399124 ext 222
3005,Saharia&#39;s Path Lab & Blood Bank,Assam,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza","0361-2458595, 0361 245 8594"
3006,International Hospital Blood Bank,Assam,Guwahati,"Lotus Tower, G.S. Road, Christian Basti",3617135005
3007,Hayat Hospital Blood Bank,Assam,Guwahati,"Odalbakra, Lalganesh",0361-2475550/51/52/53/54
3008,Rahman Hospital Private Limited Blood Bank,Assam,Guwahati,"VIP Road, Sixmile, Khanapara,",0361 233444
3009,GNRC Institute of Medical Sciences Blood bank,Assam,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati","03612227700, 03612227701"
3010,Central Hospital N. F. Railway Blood Bank,Assam,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati","03612723762, 03612570492"
3011,G.N.R.C. Hospital Blood Bank,Assam,"Dispur, Guwahati","Dispur, Guwahati",0361 2227700
3012,Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",0361 252 9457
3013,Dr. B. Borooah Cancer Institute Blood Bank,Assam,Guwahati,"Gopinath Nagar, Birubari, Guwahati","0361 2472366, 0361 2472636"
3437,General Hospital Blood Bank Jind,Haryana,Jind,"Civil Hospital, DC Colony",01681 245454
3014,Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti",N/A
3015,Down Town Hospital Blood Bank,Assam,Guwahati,"4th Floor, Buiding No:1, G.S. Road, Dispur","00361 2332741, 0361 2334168"
3016,Ganga Hospital Blood Bank,Assam,Guwahati,"G. S. Road, Lachit Nagar, Ulubari, 
Near KFC; Neubari",0361 2454742
3017,Surakhya  Blood Bank,Assam,Guwahati,"Arya Hospital complex, A.M. Road, Rehabri
Opposite Apsara Cinema Hall","03612606665, 0361 2606888"
3018,Marwari Hospital and Research Centre Blood Bank,Assam,Guwahati,"Sati Jaymati Road, Athgaon",0361 2733737
3019,151 Base Hospital Blood Bank,Assam,Guwahati,"Basistha, Guwahati",N/A
3020,Sanjevani Hospital Blood Bank,Assam,Guwahati,"Maligaon,  Guwahati",0361 2674892
3021,Narayana Hrudayalaya Limited Blood Bank,Assam,Guwahati,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",3612680321
3022,Diphu Civil Hospital Blood Bank,Assam,Diphu,"Diphu, Karbi Anglong",""
3023,Karimganj Civil Hospital Blood Bank,Assam,Karimganj,Karimganj,"03843260490, 03844 263200"
3024,R.N.B. Civil Hospital Blood Bank,Assam,Kokrajhar,"Habrubil, Gossaigaon, Kokrajhar",03661 276436
3025,North Lakhimpur Civil Hospital Blood Bank,Assam,North Lakhimpur,North Lakhimpur,"03752 242240, 03752 243182"
3026,Morigaon Civil Hospital Blood Bank,Assam,Morigaon,"KK Handique Path, Ward Number 7, Rajagaon,",N/A
3027,Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,Hojai,"Hojai, Nagaon",03674-252514
3028,Divisional Railway Headquarters Hospital Blood Bank,Assam,Lumding,Lumding,N/A
3029,B.P. Civil Hospital Blood Bank,Assam,Nagaon,"Civil Road, Nagaon",03672-251105
3030,North East Blood Bank and Research Centre,Assam,Nagaon,"N.H. 37, Haibargaon,",03672 223351
3031,S. M. K. Civil Hospital Blood Bank,Assam,Nalbari,Maszid Road,03624-223555
3032,Nalbari Maternity Hospital Blood Bank,Assam,Nalbari,Alternative Road,3624220840
3033,O.N.G.C. Limited Hospital Blood Bank,Assam,Sivasagar,Sivasagar,N/A
3034,Pragati Hospital and Research Centre Blood Bank,Assam,Sivasagar,"A.T. Road, Sivsagar",""
3035,Sivasagar Civil Hospital Blood Bank,Assam,Sivasagar,Joysagar,""
3036,Catholic Hospital Blood Bank,Assam,Biswanath chariali,Borgang,3715291162
3037,Kanaklata Civil Hospital Blood Bank,Assam,Tezpur,"Main Road, Tezpur","003712-252999, 03712 220033"
3038,155 Base Hospital Blood Bank,Assam,Tezpur,Tezpur,N/A
3039,Tezpur Medical College Hospital Blood Bank,Assam,Tezpur,Bihaguri,03712 241344
3040,Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,Digboi,"IOCL, Assam Division, Digboi",03751-263515
3041,Central Hospital  Coal India Limited,Assam,Margherita,"Coal India Limited, Margerita",""
3042,Tinsukia Civil Hospital Blood Bank,Assam,Tinsukia,"Bordoloi Nagar, Tinsukia",0374 2308343
3043,Tinsukia Blood Bank,Assam,Tinsukia,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",0374 2332080
3044,Sadar Hospital Aurangabad Blood Bank,Bihar,Aurangabad,Old  G.T. Road,06186 224533
3045,Meera Nursing Home Blood Bank and Research Centre,Bihar,Begusarai,"Pokharia Rd, Chitragupta Nagar, Begusarai,",06243 222250
3046,Rastra Kavi Dinkar Blood Bank,Bihar,Begusarai,"Sadar Hospital, Begusarai",06243 220072
3047,Deshratna Rajendra Prasad Memorial Rotary Blood Bank,Bihar,Begusarai,"Kali Asthan,  P. O. Pokhanlya","06243 243006, 06243-210354"
3048,Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,Bihar,Bhagalpur,"Mayaganj, Tilkamanjhi,",0641 2409555
3049,Sadar Hospital Ara (Bhojpur) Blood bank,Bihar,Ara,"Sapna Cinema Road, Nawada,",N/A
3050,Sadar Hospital Ara Blood Bank,Bihar,Ara,"Sadar Hospital Ara Blood Bank, Shivganj",N/A
3051,Maa Vindhyawasini Blood Bank,Bihar,Arrah,"Pakari Chauk, Near Malti Hospital",""
3052,Indian Red Cross Blood Bank (IRCS) Blood Bank,Bihar,Arrah,"South Ramna Road, Bhojpur",""
3053,Sadar Hospital Buxar Blood Bank,Bihar,Buxar,"Old Campus of Sadar Hospital, Civil Line",""
3054,Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,Bihar,Laheriasaria,"Darbhanga Surgery Building, Ground Floor, DMCH Campus, DMCH Road",06272 233 092
3055,"Indian Red Cross Society Blood Bank, Motihari",Bihar,Motihari,"Red Cross Society Sadar Hospital road, Motihari, Red Cross Bhawan, Hospital Road","06252 22202, 06252 232202"
3056,Duncan Hospital Blood Bank,Bihar,Raxaul,"Near Nepal Custom Gate, East Champaran District, Raxaul","06255 220653, 06255 222641"
3057,Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,Bihar,Gaya,Sher Ghati Road,0631 2410339
3058,Bhagwan Mahabir Blood Bank,Bihar,Gaya,"Pilgrim Hospital Campus, G. B. Road, Chowk",""
3059,"Sadar Hospital, Gopalganj Blood Bank",Bihar,Gopalganj,"Ward No. 15, Gopalganj",06156-224754
3060,Sadar Hospital Jamui Blood Bank,Bihar,Jamui,"185, Khan Hospital Road",6345222820
3061,"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank",Bihar,Jehanabad,"P G Road, Arwal More",06114 225857
3062,Sadar Hospital Kaimur (Bhabua) Blood Bank,Bihar,Bhasna,"Kachahari Road, Kaimur",06189 223254
3063,Katihar Medical College Blood Bank,Bihar,Katihar,"Karim Bagh, Post Box No. 23",06452 239202
3064,"Sadar Hospital, Katihar Blood bank",Bihar,Katihar,"Blood Bank, Sadar Hospital",N/A
3065,Sadar Hospital Khagaria Blood Bank,Bihar,Khagaria,"Ward Number 14, Khagaria",06244 222 134
3066,Mata Gujri Memorial Medical College & Lions Kenra Hospital Blood Bank,Bihar,Kishanganj,"Purabbali, Dinajpur Road","06456-223476, 06456-223475"
3067,Mata Gujri Memorial (MGM) Blood Bank,Bihar,Kishanganj,Medical College and Lions Seva Kendra Hospital Blood Bank,06456 223475
3068,Sadar Hospital Kishanganj Blood Bank,Bihar,Kishanganj,Hospital Road,"06456 223502, 06456 226464"
3069,Sadar Hospital Lakhisarai Blood Bank,Bihar,Lakhisarai,"Jamui - Lakhisarai Road, Jamui",6346232267
3070,Sadar Hospital Madhepura Blood Bank,Bihar,Madhepura,"Near pani tanki chowk, Ward No:10",N/A
3071,Sadar Hospital Madhubani Blood Bank,Bihar,Madhubani,"National Highway-104, Post Office Road",""
3072,Sadar Hospital Muzaffarpur Blood Bank,Bihar,Muzaffarpur,"Sutapatti, Pokhraira, Near Muzaffarpur Railway Station","0625-2266055, 0625-2266056"
3073,Sinha Blood Bank Muzaffarpur,Bihar,Muzaffarpur,"Ward no. 5, Imlichatti Sinha Blood Bank (A unit of Dr. A.K. Sinha Nursing Home)",0621 2216140
3074,Sri Krishna Medical College Hospital (SKMCH) Blood Bank,Bihar,Muzaffarpur,"National Highway 77, Uma Nagar, Rasulpur Saidpur Bazid",0621 2233033
3075,Krishna Devi Devi Prasad Kejriwal Maternity Hospital Blood bank,Bihar,Muzaffarpur,"Juran   Chapra, Road No.2,",0621 2216309;2216410
3076,Sadar Hospital Muzaffarpur Blood Bank,Bihar,Muzaffarpur,"Sadar Hospital Blood Bank Muzaffarpur, Near Muzaffarpur Railway Station, Hospital Road,",N/A
3077,Nalanda Blood Bank (A Unit of Janata Karah Kalyan Samaj),Bihar,Bihar Sharif,"Nalanda Blood Bank (A Unit of Janata Karah Kalyan Samaj), Azizghat Main Rd, Baradari, Bihar Sharif,","06112230856, 06112688765"
3078,"Red Cross Blood Bank, Sadar Hospital, Bihar Sharif",Bihar,Bihar Sharif,"Indian Red Cross Society, opposite Sadar Hospital, near IMA hall",""
3079,Sadar Hospital Nawada Blood Bank,Bihar,Nawada,"Sadar Hospital, Roh",""
3080,Hitech Emergency Hospital Blood Bank,Bihar,Danapur,"(A keshaw Hospital Private Limited) Saguna More, Khagaul Road, Saguna More, Danapur Cantonment,",0612 3262107
3081,Bharat Blood Bank,Bihar,Patna,"Churi Market, Near jahaji kothi, churi market Kadamkuan,",0612 2675213
3082,Kurji Holy Family Hospital Blood Bank,Bihar,Patna,"Danapur Road, Sadaquat Ashram P.O, Kurji","0612 2252156, 0612 2264117, 0612 2262540"
3083,National Blood Bank & Resarch Center,Bihar,Patna,"NC/ 2B Main Road, Kankarbagh, Near Sri Ram Hospital",0612 2355575
3084,Nalanda Medical College and Hospital Blood Bank,Bihar,Patna,"Agamkuan, Near Shitla Mandir",0612-2918523/2631159
3085,Military Hospital Blood Bank,Bihar,Patna,Danapur Cantt,N/A
3086,Lions Mahavir Cancer Sansthan Blood Bank,Bihar,Patna,"Mahavir Cancer Sansthan, Phulwarisharif","0612 2250127, 0612 2253956 (Ext. Blood Bank - 400)"
3087,Tripolia Social Service Hospital and Blood Bank,Bihar,Patna,Gulzarbarg,0612 2311065
3088,Shashi Blood Bank,Bihar,Patna,"Shashi Blood Bank, Ashok Rajpath, Patna",0612 2303365
3089,Patliputra Blood Bank,Bihar,Patna,"Opp. ENT Outdoor, Patna Medical College Hospital, Ashok Rajpath Road, Bankipur",0612 2300840
3090,Bihar State Patna Medical College and Hospital (PMCH) Blood Bank,Bihar,Patna,"Ashok Raj Path, Bankipore",0612 2300334
3091,Indian Red Cross Society (IRCS) Patna Blood Bank,Bihar,Patna,"Indian Red Cross Bhawan, North Gandhi Maidan",0612 2201035
3092,Jaiprabha Hospital Model Blood Bank (MBB),Bihar,Patna,"State of art Model Blood Bank,
Jai Prabha Hospital Campus, P.C.Colony, Kankarbagh, Near Ganga Devi Mahila Maha Vidyalaya",0612 2355805
3093,Palm View Hospital Blood Bank,Bihar,Patna,"Ambedkar Path, Nandanpur,
Near Jagdeo Path More, Khajpura,",""
3094,Lions Jeewan Blood Bank,Bihar,Patna,"C/o. Jeevak Heart Hospital & Research Institute Private Limited, D-6 Doctor&#39;s Colony, Kankarbagh,","0612 2365814, 0612 2345895"
3095,Paras HMRI Hospital Blood Bank,Bihar,Patna,"NH 30, Bailey Road, Raja Bazar","06127107828, 0612 710770 (Ext. 7828)"
3096,Indira Gandhi Institute of Medical Sciences (IGIMS) Blood Bank,Bihar,Patna,"Baily Road, Sheikpura, Raja Bazar, Near Sanjay Gandhi Botanical Garden","0612 2297631, 0612 2297099 (Ext - 125)"
3097,Life Line Blood Bank,Bihar,Patna,Govind Mitra Road,0612 2301600
3098,Vaatsalya Blood Bank,Bihar,Patna,"Mahavir Vaatsalya Aspatal, East of Sadaquat Ashram,
L. C. T. Ghat","0612 2275657, 0612 2277528"
3099,Paras Hmri Hospital Blood Bank,Bihar,Patna,"Baily Road, Raja bazaar",0612 7107777
3100,Ruban Memorial Hospital Blood Bank,Bihar,Patna,"19 Patliputra Colony, Near Patliputra Golambar","0612 2270097, 0612 2270059"
3101,Jeevan Rekha Blood Bank,Bihar,Patna,"(A unit of Sanjiwini Medicare Charitable Trust), Getwel Hospital, Rajabazar, Bailey Road",""
3102,Indian Red Cross Society (IRCS) Blood Bank,Bihar,Purnia,"Red Cross Blood Bank, Purnea, Red Cross Bhawan Line Bazar",0654 244211
3103,Sadar Hospital Purnia  Blood Bank,Bihar,Purnia,"Sudin Chowk Road, Rajnikant Colony, Line Bazar, Purnea,",""
3104,Bose Clinic Blood Bank,Bihar,Dehral on Sone,"Dehral on Sone, Canal Road, Rohtas",06184 25009
3105,Sadar Hospital Sasaram Blood Bank,Bihar,Rohtas,"Rauza Road, Laxkariganj, Near Head Post Office, Sasaram",6184227105
3106,Narayana Medical College and Hospital Blood Bank,Bihar,Sasaram,"Jamuhar Sasaram, Rohtas",06184 281888
3107,Micro Blood Bank Sasaram,Bihar,Sasaram,"Micro Blood Bank Raj Colony, Sasaram, Rohtas",06184 226371
3108,Sadar Hospital Saharsa Blood Bank,Bihar,Saharsa,"Zila School Road, Police Line, Saharsa",""
3109,Indian Red Cross Society (IRCS) Samastipur Blood Bank,Bihar,Samastipur,"Sadar Hospital Samastipur Campus, Opposite Circuit House",""
3110,Sadar Hospital Samastipur Blood Bank,Bihar,Samastipur,"14, State Highway 50, Azad Nagar, Samastipur,",06274 222 331
3111,Sadar Hospital Chhapra Blood Bank,Bihar,Chapra,"Daroga Rai Chowk, Sadhapur, Chhapra,",""
3112,Sadar Hospital Sheikhpura Blood Bank,Bihar,Sheikhpura,"Near Dallu Chowk, Sheikhpura,","06341 225172,  06341 225013"
3113,Sadar Hospital Sitamarhi Blood Bank,Bihar,Sitamarhi,"NH 104, KVJ Nagar, Sitamarhi,",""
3114,Sadar Hospital Siwan Blood Bank,Bihar,Siwan,"SH 45, Babhnauli, Siwan",""
3115,P.N.H Mahatma Budh Educational and Research Centre Blood Bank,Bihar,Siwan,"Mahatma Budh Educational and Research Centre, situated at Popular Nursing Home, East of Gandhi Maidan",06154 245245
3116,Sadar Hospital Hajipur Blood Bank,Bihar,Hajipur,"hospital road, hajipur, Near Civil Court",""
3117,Maharani Janki Kunwar (MJK) Hospital Blood Bank,Bihar,Bettiah,"Bettiah, West Champaran",""
3118,"Department of  Transfusion Medicine, PGIMER Blood Bank",Chandigarh,Chandigarh,"Blood Bank, Department of Transfusion Medicine, Nehru Hospital, PGIMER, Sec-12, Chandigarh.",0172 2756481
3119,Rotary and Blood Bank Society Resource Centre,Chandigarh,Chandigarh,"Plot No:4, Dakshin Marg, Sector 37A, Chandigarh",0172 2696057
3120,Government Medical College and Hospital Blood Bank,Chandigarh,Chandigarh,"Department of Transfusion Medicine ,Government Medical College and Hospital, Sector-32, Chandigarh","0172 2665253, 0172 2601023 (Extn. 1166)"
3121,Government Multispeciality Hospital Blood Bank,Chandigarh,Chandigarh,"Blood Bank, Government Multispeciality Hospital, Room No. 164 Sector 16 Chandigarh.",0172 2701288
3122,District Hospital Blood Bank Baloda Bazar,Chhattisgarh,Baloda,Baloda,""
3123,Maharani Hospital Blood Bank,Chhattisgarh,Jagdalpur,"Lt. brkm .govtmedical college jagdalpur
chandni chouk jagdalpur",07782-225958
3124,District Hospital Blood Bank Bemetara,Chhattisgarh,Bemetara,Bemetara,""
3125,District Hospital Blood Bank Bijapur,Chhattisgarh,Bijapur,Bijapur,""
3126,Chhattisgarh Insititute of Medical Sciences (CIMS) Blood Bank,Chhattisgarh,Bilaspur,"Gond Para, Gole Bazar","07752221425, 077522 30030"
3182,Tej Blood Bank,Chhattisgarh,Ambikapur,"Plot No. 3528/47, Jail Road, Babupara
Opposite to Joda Talab",07774 222666
3127,Bilaspur District Hospital Blood Bank,Chhattisgarh,Bilaspur,"Sardar Vallabhbhai Patel District Govt Hospital, old bus stand road
Opposite to Rajeev plaza",07752 421898
3128,Meghani Blood Bank Bilaspur,Chhattisgarh,Bilaspur,"Main Road, Bilaspur",N/A
3129,Apollo Hospital Blood Bank,Chhattisgarh,Bilaspur,"Village - Lingyadih, Seepat Road",07752 248300 - 1030/31
3130,"Shri Rawatpura Sarkar Lok Kalyan Trust, Bilasa Blood Bank",Chhattisgarh,Bilaspur,"2nd Floor, Bhawe Razab Ali Chamber, 
Opposite to CIMS Hospital, Sadar Bazaar, Bilaspur",7752656422
3131,Ekta Blood Bank,Chhattisgarh,Bilaspur,"C/O Thalassemia Society,Near Abhiyanta Bhawan,Magarpara",N/A
3132,NMDC Apollo Hospital Blood Bank,Chhattisgarh,Bacheli,"Bailadila Iron Ore Mines, Bacheli, Dantewada",07857 230050
3133,District Hospital Blood Bank Dantewada,Chhattisgarh,Dantewada,"Civil Surgeon, District Hospital, Dantewada",07856 252830
3134,NMDC Project Hospital Blood Bank,Chhattisgarh,Kirandul,"Bailadila Iron Ore Mine, Kirandul Complex",7857255229
3135,Dhamtari District Hospital Blood Bank,Chhattisgarh,Dhamtari,"Civil Surgeon, District Hospital, Dhamtari",N/A
3136,Dhamtari Christian Hospital,Chhattisgarh,Dhamtari,"Industrial Area, Raipur Road, Dhamtari",077222 40362
3137,B.S.R. Cancer Hospital,Chhattisgarh,Bhilai,"B.S.R. Cancer Hospital (P.A.) Limited, Junwani Road, Smriti Nagar, Bhilai, Near T.I. Mall",7884085100
3138,Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,Chhattisgarh,Bhilai,"Kachandur, Kurud-Road",0788 6006061
3139,M/s Shri Shankaracharya Blood Bank,Chhattisgarh,Bhilai,"Shankaracharya Institute of Medical Sciences, Junwani",""
3140,Durg District Hospital  Blood Bank,Chhattisgarh,Durg,"Civil Surgeon, District Hospital, Durg",7882219888
3141,J.L.N Hospital & Research Center  Blood Bank,Chhattisgarh,Durg,Sector-9 Bhilai,0788 2856020
3142,Chandulal Chandrakar Memorial Hopsital Blood Bank,Chhattisgarh,Durg,"Chandulal Chandraker Memorial Hospital, GE Road, Bhilai, Durg.",N/A
3143,"Gayatri Blood Bank, Durg",Chhattisgarh,Durg,"OM Parisar, Dhamdha Road",N/A
3144,Janjgir District Hospital Blood Bank,Chhattisgarh,Janjgir,"Distrcit hospital premises,Janjgir",""
3145,Jashpur District Hospital Blood Bank,Chhattisgarh,JASHPURNAGAR,Distrcit hospital premises,Purushottam Kunwar
3146,Kawardha District Hospital Blood Bank,Chhattisgarh,Kawardha,"Civil Surgeon, District Hospital, Kawardha","07741 235553, 07741 233413"
3147,Kanker District Hospital Blood Bank,Chhattisgarh,Kanker,"Civil Surgeon, District Hospital, Kanker",7868241063
3148,"Indira Gandhi District Hospital Blood bank, Kobra",Chhattisgarh,Korba,"Rajgamar Road, Kosabadi Korba",N/A
3149,Nehru Centenary Hospital Blood Bank,Chhattisgarh,Korba,"SECl Gevra Area, Gevra Project","07815275309, 07815262456"
3150,"Bilash Blood Bank,KORBA",Chhattisgarh,Korba,"HIG-21, Ext. M. P. Nagar, Ghantaghar Chowk",7759644655
3151,Lions Blood Bank,Chhattisgarh,TP Nagar,"Lahu ram Colony, Adarsh Nagar",07759-246951
3152,"Distrcit Hospital Baikunthpur Blood bank, Korea",Chhattisgarh,Baikunthpur,"Jampara, Baikunthpur",N/A
3153,Christian Hospital Blood Bank,Chhattisgarh,Mungeli,"Tilak Ward Lormi Road,  Mungeli",775564003
3154,Ramakrishna Mission Ashram Blood Bank,Chhattisgarh,Narayanpur,"Ramakrishna Mission Ashram, Narayanpur",07781 252370
3155,District Hospital Blood Bank Mahasamund,Chhattisgarh,Mahasamund,"Mahasamund Raipur Road, Kharora Village",7723222203
3156,District Hospital Blood Bank Raigarh,Chhattisgarh,Raigarh,"Civil Surgeon, District Hospital, Raigarh",N/A
3157,O.P. Jindal Hospital & Research Centre Blood Bank,Chhattisgarh,Raigarh,"Jindal Education and Welfare Society, INN Plaza, Kharsia Road, Patrapali",07762 - 227034 (EXT: 43659)
3158,Sewa Blood Bank,Chhattisgarh,Raigarh,"Opposite to Kirodimal district hospital, Gopi Talkies Road",07762 225400
3159,"Dr B R Ambedkar Memorial Hospital, Model Blood Bank",Chhattisgarh,Raipur,"Room No:120, 1st Floor, Attached with PT.J.N.M Medical College, Jail Road",0771 2890090
3160,Indian Red Cross Society Blood Bank,Chhattisgarh,Raipur,"Pt. J. N. M. Medical College premises, Jail Road, Raipur",0771 2880111
3161,Thawait Blood Bank,Chhattisgarh,Raipur,"Flat No: 201, Rajeev Gandhi Complex, Balashram Katchery Chowk, Near State Bank of India",0771 4221709
3162,City Blood Bank,Chhattisgarh,Raipur,"Adarsh Bazar, G.E Road, Near Vivekanand Ashram","07714032241, 07716460810"
3163,Sai Sahara Blood Bank,Chhattisgarh,Raipur,"Garcha Complex, Jail Road",0771 2551050
3164,Narayana Hrudayalaya MMI Blood Bank,Chhattisgarh,Raipur,"NHMMI Hospital Campus, Lalpur, Dhamtari Road",0771 4210902 (Ext-928)
3165,United Blood Bank,Chhattisgarh,Raipur,"New Bus Stand, Pandri, Hotel Guru Ki Gali Mein, Near Raja Talab,",077124 32002
3166,SSD Blood Bank,Chhattisgarh,Raipur,"Katora Talab Chowk, Near Netaji Hotel, Opposite to Swapnil Nursing Home","0771 2432511, 07712422980"
